timestamp,temp_55,temp_43,hum_43,wind_speed_43,wind_dir_43
2025-11-07 23:38:14.580516+01:00,15.94,16.56,84.0,2.68,327.0
2025-11-07 23:43:15.243425+01:00,15.83,16.44,84.3,4.02,360.0
2025-11-07 23:48:15.887956+01:00,15.78,16.44,84.2,4.02,360.0
2025-11-07 23:53:16.554116+01:00,15.78,16.44,84.2,3.58,323.0
2025-11-07 23:58:17.179504+01:00,15.67,16.44,83.9,4.02,40.0
2025-11-08 00:03:17.940022+01:00,15.61,16.39,83.8,2.24,355.0
2025-11-08 00:08:18.601906+01:00,15.5,16.33,83.7,4.47,22.0
2025-11-08 00:13:19.260291+01:00,15.5,16.22,84.0,4.02,355.0
2025-11-08 00:18:19.945452+01:00,15.44,16.06,84.4,3.58,355.0
2025-11-08 00:23:20.591715+01:00,15.33,16.0,84.8,1.34,351.0
2025-11-08 00:28:21.341881+01:00,15.33,15.94,84.8,1.79,330.0
2025-11-08 00:33:22.055590+01:00,15.33,15.83,85.0,1.79,350.0
2025-11-08 00:38:22.668456+01:00,15.28,15.78,85.1,1.34,338.0
2025-11-08 00:43:23.351124+01:00,15.17,15.72,85.3,1.34,352.0
2025-11-08 00:48:24.182173+01:00,15.17,15.67,85.5,1.34,355.0
2025-11-08 00:53:24.896859+01:00,15.11,15.5,85.5,1.34,338.0
2025-11-08 00:58:25.579034+01:00,15.11,15.28,86.0,1.34,5.0
2025-11-08 01:03:26.220122+01:00,15.0,15.06,86.9,1.34,345.0
2025-11-08 01:08:26.918807+01:00,14.94,14.83,87.0,1.34,346.0
2025-11-08 01:13:27.567682+01:00,14.94,14.67,87.6,1.34,360.0
2025-11-08 01:18:28.281003+01:00,14.83,14.61,87.8,1.79,350.0
2025-11-08 01:23:28.997679+01:00,14.83,14.56,87.7,1.34,349.0
2025-11-08 01:28:29.859224+01:00,14.78,14.56,88.1,2.24,342.0
2025-11-08 01:33:30.535725+01:00,14.78,14.5,87.8,2.24,329.0
2025-11-08 01:38:31.117677+01:00,14.67,14.5,87.7,1.79,340.0
2025-11-08 01:43:32.077287+01:00,14.67,14.44,88.0,1.34,340.0
2025-11-08 01:48:32.749065+01:00,14.61,14.5,88.0,1.34,355.0
2025-11-08 01:53:33.554487+01:00,14.61,14.67,87.3,1.79,360.0
2025-11-08 01:58:34.273080+01:00,14.61,14.67,86.3,2.24,347.0
2025-11-08 02:03:35.088412+01:00,14.5,14.44,86.4,1.34,350.0
2025-11-08 02:08:35.852471+01:00,14.5,14.28,86.6,1.34,344.0
2025-11-08 02:13:36.544684+01:00,14.44,14.17,87.0,1.34,360.0
2025-11-08 02:18:37.310573+01:00,14.33,14.06,87.3,1.34,338.0
2025-11-08 02:23:38.152917+01:00,14.33,13.89,87.4,1.34,337.0
2025-11-08 02:28:38.832847+01:00,14.22,13.72,87.9,1.34,360.0
2025-11-08 02:33:39.486365+01:00,14.22,13.67,88.2,1.34,340.0
2025-11-08 02:38:40.218693+01:00,14.22,13.72,88.1,1.79,360.0
2025-11-08 02:43:40.902709+01:00,14.17,13.61,88.0,1.34,5.0
2025-11-08 02:48:41.618492+01:00,14.17,13.67,88.2,1.79,360.0
2025-11-08 02:53:42.317333+01:00,14.06,13.61,88.2,1.79,21.0
2025-11-08 02:58:43.030018+01:00,14.06,13.56,88.4,1.34,5.0
2025-11-08 03:03:43.655271+01:00,14.06,13.5,88.6,1.79,22.0
2025-11-08 03:08:44.293250+01:00,14.0,13.44,88.9,0.89,355.0
2025-11-08 03:13:44.990177+01:00,14.0,13.44,89.1,1.79,333.0
